timestamp,audit_event_type,incident_time,payment_method,affected_bank,device_type,recommended_bank,policy_decision,policy_approved,policy_reason,human_review_required,incident_transactions,failed_transactions,eligible_transactions,recovered_transactions,remaining_failed,stopped_transactions,escalated_transactions,success_rate_before,success_rate_after,success_improvement_pp,expected_additional_successes,estimated_recovered_value,simulated_recovered_value,average_transaction_value,guardrail_decision,guardrail_reason,recovery_healthy,rollback_required,attempted_amount,recovered_amount,execution_cost,net_recovered_value,recovery_rate
2026-09-04T22:52:16,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T22:52:28,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T22:52:28,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:10:14,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:10:14,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:11:33,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:11:33,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:11:42,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:11:42,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:11:43,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,MONITOR,False,Financial exposure exceeds the critical automated-action threshold.,True,200,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,25000.0,BLOCKED,Financial exposure exceeds the critical automated-action threshold.,False,False,0,0,0.0,0.0,0.0
2026-09-04T23:11:43,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,MONITOR,False,Financial exposure exceeds the critical automated-action threshold.,True,200,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,25000.0,BLOCKED,Financial exposure exceeds the critical automated-action threshold.,False,False,0,0,0.0,0.0,0.0
2026-09-04T23:11:48,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:11:48,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:15:03,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:15:03,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:15:09,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:15:09,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:15:28,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:15:38,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:15:49,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:15:51,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:15:52,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:17:40,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:18:38,STOP,2026-07-23 19:00:00,UPI,Bank_X,Android,UPI + Bank_A + Android,STOP,False,Scenario safety control blocks automated recovery because the degradation does not cross the recovery threshold.,False,508,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,2882.4527999999996,BLOCKED,Scenario safety control blocks automated recovery because the degradation does not cross the recovery threshold.,False,False,0,0,0.0,0.0,0.0
2026-09-04T23:19:51,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:31:43,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:32:20,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,MONITOR,False,Financial exposure exceeds the critical automated-action threshold.,True,200,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,25000.0,BLOCKED,Financial exposure exceeds the critical automated-action threshold.,False,False,0,0,0.0,0.0,0.0
2026-09-04T23:38:56,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,MONITOR,False,Financial exposure exceeds the critical automated-action threshold.,True,200,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,25000.0,BLOCKED,Financial exposure exceeds the critical automated-action threshold.,False,False,0,0,0.0,0.0,0.0
2026-09-04T23:41:16,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,MONITOR,False,Financial exposure exceeds the critical automated-action threshold.,True,200,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,25000.0,BLOCKED,Financial exposure exceeds the critical automated-action threshold.,False,False,0,0,0.0,0.0,0.0
2026-09-04T23:41:16,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:41:32,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,MONITOR,False,Financial exposure exceeds the critical automated-action threshold.,True,200,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,25000.0,BLOCKED,Financial exposure exceeds the critical automated-action threshold.,False,False,0,0,0.0,0.0,0.0
2026-09-04T23:41:32,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:41:48,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,MONITOR,False,Financial exposure exceeds the critical automated-action threshold.,True,200,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,25000.0,BLOCKED,Financial exposure exceeds the critical automated-action threshold.,False,False,0,0,0.0,0.0,0.0
2026-09-04T23:41:48,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:42:04,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:42:04,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,MONITOR,False,Financial exposure exceeds the critical automated-action threshold.,True,200,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,25000.0,BLOCKED,Financial exposure exceeds the critical automated-action threshold.,False,False,0,0,0.0,0.0,0.0
2026-09-04T23:44:09,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,MONITOR,False,Financial exposure exceeds the critical automated-action threshold.,True,200,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,25000.0,BLOCKED,Financial exposure exceeds the critical automated-action threshold.,False,False,0,0,0.0,0.0,0.0
2026-09-04T23:44:13,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,MONITOR,False,Financial exposure exceeds the critical automated-action threshold.,True,200,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,25000.0,BLOCKED,Financial exposure exceeds the critical automated-action threshold.,False,False,0,0,0.0,0.0,0.0
2026-09-04T23:44:44,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,MONITOR,False,Financial exposure exceeds the critical automated-action threshold.,True,200,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,25000.0,BLOCKED,Financial exposure exceeds the critical automated-action threshold.,False,False,0,0,0.0,0.0,0.0
2026-09-04T23:51:05,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,MONITOR,False,Financial exposure exceeds the critical automated-action threshold.,True,200,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,25000.0,BLOCKED,Financial exposure exceeds the critical automated-action threshold.,False,False,0,0,0.0,0.0,0.0
2026-09-04T23:51:05,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:52:03,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:52:09,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:52:16,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:52:16,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,MONITOR,False,Financial exposure exceeds the critical automated-action threshold.,True,200,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,25000.0,BLOCKED,Financial exposure exceeds the critical automated-action threshold.,False,False,0,0,0.0,0.0,0.0
2026-09-04T23:52:22,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:52:22,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,MONITOR,False,Financial exposure exceeds the critical automated-action threshold.,True,200,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,25000.0,BLOCKED,Financial exposure exceeds the critical automated-action threshold.,False,False,0,0,0.0,0.0,0.0
2026-09-04T23:52:22,ROLLBACK,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,5,5,0,5,5,0,0.0,0.0,0.0,0,0,0,20.0,STOPPED,Recovery stopped because the simulated failure rate exceeded the safety threshold.,False,True,100.0,0,125.0,-125.0,0.0
2026-09-04T23:52:29,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:52:29,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,MONITOR,False,Financial exposure exceeds the critical automated-action threshold.,True,200,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,25000.0,BLOCKED,Financial exposure exceeds the critical automated-action threshold.,False,False,0,0,0.0,0.0,0.0
2026-09-04T23:52:29,ROLLBACK,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,5,5,0,5,5,0,0.0,0.0,0.0,0,0,0,20.0,STOPPED,Recovery stopped because the simulated failure rate exceeded the safety threshold.,False,True,100.0,0,125.0,-125.0,0.0
2026-09-04T23:52:36,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,MONITOR,False,Financial exposure exceeds the critical automated-action threshold.,True,200,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,25000.0,BLOCKED,Financial exposure exceeds the critical automated-action threshold.,False,False,0,0,0.0,0.0,0.0
2026-09-04T23:52:36,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,ROUTE_SWITCH:UPI + Bank_A + Android,True,Route recovery passed deterministic safety policy checks. Execution must remain bounded and subject to recovery guardrails.,False,200,0,5,5,0,0,0,0.0,100.0,100.0,5,2500.0,2500.0,500.0,COMPLETED,Bounded canary execution completed.,True,False,2500.0,2500.0,125.0,2375.0,1.0
2026-09-04T23:53:02,POLICY_EVENT,UPI + Bank_X + Android,UPI,Bank_X,Android,UPI + Bank_A + Android,MONITOR,False,Financial exposure exceeds the critical automated-action threshold.,True,200,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,25000.0,BLOCKED,Financial exposure exceeds the critical automated-action threshold.,False,False,0,0,0.0,0.0,0.0
