transaction_id,merchant_id,customer_id,amount,payment_method,bank,device_type,location,timestamp,status,incident_ground_truth,error_code,retry_count
TXN033632,M038,C09884,4639.34,NETBANKING,Bank_X,Android,Mumbai,2026-07-10 07:37:40.000000000,SUCCESS,0,,0
TXN049420,M006,C03869,7393.02,UPI,Bank_A,Android,Delhi,2026-07-06 11:01:56.000000000,SUCCESS,0,,0
TXN001431,M017,C09764,352.04,UPI,Bank_X,iOS,Bangalore,2026-07-24 06:02:34.000000000,SUCCESS,0,,0
TXN070469,M008,C02252,2277.22,NETBANKING,Bank_A,Web,Hyderabad,2026-07-08 05:45:40.000000000,SUCCESS,0,,0
TXN014431,M008,C01614,1863.27,CARD,Bank_Y,Android,Delhi,2026-07-21 19:09:59.000000000,SUCCESS,0,,0
TXN094488,M048,C07476,1161.69,UPI,Bank_C,Android,Mumbai,2026-07-29 17:31:34.000000000,SUCCESS,0,,0
TXN041125,M048,C09866,716.73,UPI,Bank_C,Android,Delhi,2026-07-16 00:01:03.000000000,FAILED,0,BANK_DECLINE,3
TXN013548,M019,C09321,3042.3,CARD,Bank_X,Android,Bangalore,2026-07-10 15:46:35.000000000,FAILED,0,TIMEOUT,2
TXN091365,M015,C08240,2549.83,CARD,Bank_X,Web,Hyderabad,2026-07-08 00:50:34.000000000,SUCCESS,0,,0
TXN030040,M019,C01909,1742.36,CARD,Bank_Y,Android,Delhi,2026-07-30 16:25:44.000000000,SUCCESS,0,,0
TXN069939,M005,C01789,5787.31,UPI,Bank_C,iOS,Hyderabad,2026-07-04 21:39:03.000000000,SUCCESS,0,,0
TXN088058,M032,C02510,2790.12,UPI,Bank_Y,Android,Hyderabad,2026-07-04 17:59:07.000000000,SUCCESS,0,,0
TXN033178,M011,C01257,210.29,CARD,Bank_X,Web,Delhi,2026-07-09 21:32:15.000000000,SUCCESS,0,,0
TXN005155,M033,C03142,6631.8,CARD,Bank_Y,iOS,Mumbai,2026-07-23 04:18:54.000000000,SUCCESS,0,,0
TXN096768,M016,C07500,385.28,UPI,Bank_Y,iOS,Bangalore,2026-07-27 18:11:57.000000000,SUCCESS,0,,0
TXN084367,M050,C01707,1174.51,CARD,Bank_A,Web,Mumbai,2026-07-23 16:43:47.000000000,SUCCESS,0,,0
TXN077645,M011,C00544,482.06,CARD,Bank_A,Web,Delhi,2026-07-19 09:14:49.000000000,FAILED,0,BANK_DECLINE,1
TXN047870,M016,C01659,690.55,NETBANKING,Bank_X,iOS,Mumbai,2026-07-26 03:20:27.000000000,SUCCESS,0,,0
TXN008691,M043,C07564,6726.8,UPI,Bank_Y,Android,Mumbai,2026-07-25 22:25:27.000000000,SUCCESS,0,,0
TXN062926,M032,C05907,5348.85,WALLET,Bank_Y,Android,Hyderabad,2026-07-09 08:33:33.000000000,SUCCESS,0,,0
TXN057470,M001,C09593,906.06,CARD,Bank_X,Web,Delhi,2026-07-24 15:47:40.000000000,SUCCESS,0,,0
TXN079963,M025,C07945,704.74,WALLET,Bank_B,Web,Mumbai,2026-07-06 02:11:56.000000000,SUCCESS,0,,0
TXN021261,M009,C09407,1269.83,CARD,Bank_B,iOS,Bangalore,2026-07-24 23:15:49.000000000,SUCCESS,0,,0
TXN066623,M047,C08925,1086.39,UPI,Bank_X,iOS,Delhi,2026-07-22 21:32:32.000000000,SUCCESS,0,,0
TXN077894,M006,C03286,102.93,CARD,Bank_A,Android,Bangalore,2026-07-14 13:54:10.000000000,SUCCESS,0,,0
TXN020822,M043,C03002,349.89,UPI,Bank_Y,iOS,Hyderabad,2026-07-30 04:24:18.000000000,SUCCESS,0,,0
TXN013155,M047,C01898,1048.27,NETBANKING,Bank_X,Android,Bangalore,2026-07-19 09:42:23.000000000,FAILED,0,BANK_DECLINE,1
TXN022286,M014,C00089,1372.79,UPI,Bank_Y,Android,Delhi,2026-07-10 01:20:09.000000000,SUCCESS,0,,0
TXN023193,M024,C07687,4283.74,CARD,Bank_C,Android,Chennai,2026-07-18 16:21:45.000000000,SUCCESS,0,,0
TXN081506,M025,C06663,5098.45,NETBANKING,Bank_C,iOS,Bangalore,2026-07-10 18:35:03.000000000,SUCCESS,0,,0
TXN047181,M038,C02029,813.39,CARD,Bank_B,Android,Bangalore,2026-07-17 00:58:26.000000000,SUCCESS,0,,0
TXN060010,M009,C00441,3252.65,WALLET,Bank_B,Android,Hyderabad,2026-07-28 21:55:48.000000000,SUCCESS,0,,0
TXN097523,M026,C03619,2010.41,WALLET,Bank_X,iOS,Chennai,2026-07-04 13:59:20.000000000,SUCCESS,0,,0
TXN040166,M049,C06144,321.9,NETBANKING,Bank_X,iOS,Bangalore,2026-07-14 12:51:18.000000000,SUCCESS,0,,0
TXN012433,M028,C09500,1095.11,CARD,Bank_Y,Android,Mumbai,2026-07-16 04:28:48.000000000,SUCCESS,0,,0
TXN095948,M036,C00887,172.1,UPI,Bank_X,Web,Chennai,2026-07-06 00:11:45.000000000,SUCCESS,0,,0
TXN030819,M004,C06069,3844.89,UPI,Bank_C,Web,Hyderabad,2026-07-07 01:48:58.000000000,SUCCESS,0,,0
TXN099849,M017,C06366,849.22,NETBANKING,Bank_B,Android,Bangalore,2026-07-13 00:17:51.000000000,FAILED,0,INSUFFICIENT_FUNDS,3
TXN082889,M007,C00899,365.98,CARD,Bank_B,Android,Hyderabad,2026-07-30 15:26:03.000000000,SUCCESS,0,,0
TXN043250,M016,C02444,2430.27,UPI,Bank_B,Web,Mumbai,2026-07-06 12:06:31.000000000,SUCCESS,0,,0
TXN056591,M002,C07168,1334.69,WALLET,Bank_X,Android,Chennai,2026-07-04 00:09:32.000000000,SUCCESS,0,,0
TXN035463,M044,C07231,244.18,UPI,Bank_C,Web,Bangalore,2026-07-24 18:48:34.000000000,SUCCESS,0,,0
TXN019697,M043,C09129,3842.6,NETBANKING,Bank_Y,Android,Delhi,2026-07-06 17:07:02.000000000,SUCCESS,0,,0
TXN062374,M050,C03826,1400.51,WALLET,Bank_Y,Web,Bangalore,2026-07-07 06:11:30.000000000,FAILED,0,INSUFFICIENT_FUNDS,2
TXN055084,M016,C06827,736.42,WALLET,Bank_A,Web,Chennai,2026-07-13 11:12:50.000000000,SUCCESS,0,,0
TXN042721,M008,C03612,137.86,UPI,Bank_X,Web,Chennai,2026-07-28 20:53:36.000000000,SUCCESS,0,,0
TXN006822,M011,C07889,6153.22,CARD,Bank_Y,Android,Chennai,2026-07-07 09:58:00.000000000,SUCCESS,0,,0
TXN078705,M042,C06440,625.38,NETBANKING,Bank_A,Android,Chennai,2026-07-12 15:03:21.000000000,SUCCESS,0,,0
TXN075466,M013,C06233,754.02,UPI,Bank_Y,Web,Mumbai,2026-07-29 15:24:59.000000000,FAILED,0,BANK_DECLINE,1
TXN044183,M040,C02320,1882.36,UPI,Bank_B,Web,Chennai,2026-07-22 19:39:55.000000000,SUCCESS,0,,0
TXN026517,M014,C06132,1012.14,WALLET,Bank_A,iOS,Mumbai,2026-07-02 02:55:31.000000000,SUCCESS,0,,0
TXN000586,M023,C07455,3781.7,UPI,Bank_Y,Android,Bangalore,2026-07-03 21:04:43.000000000,SUCCESS,0,,0
TXN005767,M043,C07172,723.59,UPI,Bank_Y,iOS,Hyderabad,2026-07-20 16:07:40.000000000,SUCCESS,0,,0
TXN082624,M005,C04598,1002.29,UPI,Bank_Y,Android,Hyderabad,2026-07-13 10:50:44.000000000,FAILED,0,NETWORK_ERROR,2
TXN036795,M049,C05130,1970.88,CARD,Bank_B,Android,Chennai,2026-07-20 09:13:29.000000000,SUCCESS,0,,0
TXN040647,M013,C09891,23518.26,UPI,Bank_A,Web,Bangalore,2026-07-30 08:06:55.000000000,SUCCESS,0,,0
TXN004149,M048,C04735,251.4,UPI,Bank_A,Android,Bangalore,2026-07-23 15:34:34.000000000,SUCCESS,0,,0
TXN055521,M047,C02922,716.82,CARD,Bank_Y,Android,Delhi,2026-07-16 11:43:02.000000000,SUCCESS,0,,0
TXN033113,M008,C01383,8085.93,WALLET,Bank_X,iOS,Mumbai,2026-07-20 09:12:22.000000000,SUCCESS,0,,0
TXN031007,M034,C00470,18881.45,CARD,Bank_Y,Android,Chennai,2026-07-20 02:17:59.000000000,SUCCESS,0,,0
TXN037798,M007,C09448,3012.4,UPI,Bank_B,Android,Delhi,2026-07-17 05:44:18.000000000,SUCCESS,0,,0
TXN003394,M010,C03320,1905.94,UPI,Bank_Y,Android,Bangalore,2026-07-18 00:12:19.000000000,SUCCESS,0,,0
TXN061765,M006,C01677,2165.68,UPI,Bank_B,Android,Chennai,2026-07-25 14:45:34.000000000,SUCCESS,0,,0
TXN093091,M019,C03963,1260.35,NETBANKING,Bank_Y,Android,Mumbai,2026-07-17 20:10:18.000000000,SUCCESS,0,,0
TXN014442,M035,C00359,4943.78,CARD,Bank_Y,Android,Chennai,2026-07-19 03:38:53.000000000,SUCCESS,0,,0
TXN010677,M013,C01148,1190.06,NETBANKING,Bank_X,Android,Chennai,2026-07-10 09:48:22.000000000,SUCCESS,0,,0
TXN083875,M023,C04861,1588.04,UPI,Bank_B,Android,Chennai,2026-07-04 18:37:04.000000000,SUCCESS,0,,0
TXN045081,M021,C01765,410.79,CARD,Bank_B,Android,Delhi,2026-07-22 01:45:51.000000000,SUCCESS,0,,0
TXN002798,M005,C03933,254.37,UPI,Bank_C,Web,Chennai,2026-07-11 02:31:33.000000000,SUCCESS,0,,0
TXN097203,M050,C03228,346.48,NETBANKING,Bank_X,Android,Hyderabad,2026-07-03 04:54:58.000000000,SUCCESS,0,,0
TXN026385,M041,C06241,5387.74,UPI,Bank_C,Web,Chennai,2026-07-14 12:34:53.000000000,SUCCESS,0,,0
TXN040334,M011,C06983,499.92,UPI,Bank_Y,Web,Delhi,2026-07-12 00:59:07.000000000,SUCCESS,0,,0
TXN047933,M042,C07924,202.17,CARD,Bank_Y,iOS,Mumbai,2026-07-31 01:24:39.000000000,SUCCESS,0,,0
TXN017191,M013,C00199,16572.99,WALLET,Bank_C,Android,Delhi,2026-07-09 00:17:21.000000000,SUCCESS,0,,0
TXN080737,M013,C01804,834.18,NETBANKING,Bank_B,iOS,Delhi,2026-07-31 18:34:20.000000000,SUCCESS,0,,0
TXN028956,M034,C01468,3198.7,UPI,Bank_Y,iOS,Mumbai,2026-07-15 18:32:07.000000000,SUCCESS,0,,0
TXN088363,M009,C01573,265.89,CARD,Bank_B,Android,Bangalore,2026-07-30 22:51:42.000000000,SUCCESS,0,,0
TXN003657,M030,C00418,754.88,UPI,Bank_Y,Android,Chennai,2026-07-05 12:16:10.000000000,SUCCESS,0,,0
TXN085624,M014,C05221,7069.49,UPI,Bank_C,Web,Delhi,2026-07-04 09:15:36.000000000,SUCCESS,0,,0
TXN098922,M041,C04671,1307.51,NETBANKING,Bank_B,iOS,Chennai,2026-07-28 09:19:38.000000000,SUCCESS,0,,0
TXN078809,M048,C03254,2474.93,UPI,Bank_B,iOS,Hyderabad,2026-07-01 13:52:25.000000000,SUCCESS,0,,0
TXN012257,M003,C00514,967.36,CARD,Bank_C,Android,Mumbai,2026-07-07 00:16:22.000000000,SUCCESS,0,,0
TXN036695,M046,C08718,6243.98,CARD,Bank_B,Android,Bangalore,2026-07-29 15:23:22.000000000,SUCCESS,0,,0
TXN042732,M015,C09062,3215.2,UPI,Bank_B,Android,Mumbai,2026-07-30 13:20:03.000000000,SUCCESS,0,,0
TXN019316,M038,C03761,1289.09,UPI,Bank_C,iOS,Mumbai,2026-07-02 21:40:11.000000000,SUCCESS,0,,0
TXN006932,M007,C03089,2064.49,UPI,Bank_B,Web,Delhi,2026-07-12 23:11:19.000000000,SUCCESS,0,,0
TXN063133,M036,C08291,2108.66,UPI,Bank_B,Web,Chennai,2026-07-08 13:01:03.000000000,SUCCESS,0,,0
TXN039376,M032,C01906,1177.02,UPI,Bank_C,Android,Hyderabad,2026-07-27 23:32:59.000000000,SUCCESS,0,,0
TXN041119,M017,C04323,3196.4,UPI,Bank_C,Android,Hyderabad,2026-07-10 19:28:16.000000000,SUCCESS,0,,0
TXN069938,M047,C01323,1536.46,WALLET,Bank_B,Web,Bangalore,2026-07-19 21:12:44.000000000,FAILED,0,TIMEOUT,3
TXN058157,M034,C06273,1334.83,UPI,Bank_B,iOS,Hyderabad,2026-07-22 09:34:51.000000000,SUCCESS,0,,0
TXN041426,M006,C00290,376.17,UPI,Bank_B,Android,Mumbai,2026-07-02 05:56:55.000000000,SUCCESS,0,,0
TXN032343,M043,C03204,1788.66,UPI,Bank_B,Web,Mumbai,2026-07-12 05:16:46.000000000,SUCCESS,0,,0
TXN064492,M006,C09702,1051.32,UPI,Bank_B,Android,Hyderabad,2026-07-27 14:14:41.000000000,SUCCESS,0,,0
TXN082053,M037,C05673,276.4,UPI,Bank_Y,Web,Chennai,2026-07-21 04:19:01.000000000,SUCCESS,0,,0
TXN078322,M018,C07557,138.79,UPI,Bank_X,iOS,Chennai,2026-07-16 21:46:32.000000000,SUCCESS,0,,0
TXN076834,M035,C07530,1282.49,UPI,Bank_B,Android,Bangalore,2026-07-20 09:44:41.000000000,SUCCESS,0,,0
TXN038055,M030,C00047,153.09,CARD,Bank_C,Android,Mumbai,2026-07-19 21:31:50.000000000,SUCCESS,0,,0
TXN012703,M018,C00071,656.32,UPI,Bank_A,Web,Bangalore,2026-07-18 10:30:10.000000000,SUCCESS,0,,0
TXN046325,M030,C06622,252.31,UPI,Bank_Y,Android,Bangalore,2026-07-20 22:52:06.000000000,SUCCESS,0,,0
TXN005448,M001,C02439,1399.13,WALLET,Bank_X,Android,Hyderabad,2026-07-04 22:03:05.000000000,SUCCESS,0,,0
TXN081821,M005,C07010,1875.81,CARD,Bank_C,Android,Hyderabad,2026-07-08 04:52:49.000000000,SUCCESS,0,,0
TXN024469,M046,C00052,511.97,CARD,Bank_Y,Android,Mumbai,2026-07-28 11:15:56.000000000,SUCCESS,0,,0
TXN059267,M031,C09711,5574.94,CARD,Bank_X,Android,Bangalore,2026-07-02 01:14:09.000000000,SUCCESS,0,,0
TXN081588,M004,C01379,2687.45,UPI,Bank_Y,iOS,Delhi,2026-07-26 00:24:57.000000000,SUCCESS,0,,0
TXN089846,M011,C01168,325.32,CARD,Bank_A,Android,Bangalore,2026-07-12 04:42:58.000000000,SUCCESS,0,,0
TXN037216,M014,C00192,873.12,UPI,Bank_A,Web,Hyderabad,2026-07-09 18:39:07.000000000,SUCCESS,0,,0
TXN004912,M017,C02019,964.9,WALLET,Bank_B,Android,Chennai,2026-07-27 06:29:58.000000000,SUCCESS,0,,0
TXN008914,M041,C09175,569.56,NETBANKING,Bank_B,Android,Mumbai,2026-07-12 22:57:41.000000000,SUCCESS,0,,0
TXN071794,M030,C08142,1952.05,CARD,Bank_B,Web,Delhi,2026-07-15 02:15:54.000000000,SUCCESS,0,,0
TXN035853,M015,C03912,1456.08,UPI,Bank_Y,iOS,Chennai,2026-07-13 15:32:25.000000000,SUCCESS,0,,0
TXN023229,M015,C04117,931.77,NETBANKING,Bank_A,Web,Bangalore,2026-07-31 21:57:35.000000000,SUCCESS,0,,0
TXN013619,M006,C01437,398.39,CARD,Bank_Y,iOS,Bangalore,2026-07-31 17:44:04.000000000,SUCCESS,0,,0
TXN006484,M042,C06354,4204.67,WALLET,Bank_X,iOS,Delhi,2026-07-09 16:00:10.000000000,SUCCESS,0,,0
TXN042275,M037,C03791,1617.65,UPI,Bank_A,Android,Hyderabad,2026-07-20 04:44:17.000000000,SUCCESS,0,,0
TXN026695,M044,C07186,2526.47,CARD,Bank_C,iOS,Chennai,2026-07-12 09:31:10.000000000,SUCCESS,0,,0
TXN082657,M013,C08782,278.38,UPI,Bank_C,Android,Delhi,2026-07-15 05:59:27.000000000,SUCCESS,0,,0
TXN063341,M041,C02034,2077.75,UPI,Bank_X,iOS,Delhi,2026-07-30 14:19:06.000000000,SUCCESS,0,,0
TXN047844,M007,C03665,1748.12,UPI,Bank_Y,Android,Chennai,2026-07-01 09:44:34.000000000,SUCCESS,0,,0
TXN031079,M044,C09699,1079.95,UPI,Bank_A,Web,Chennai,2026-07-30 16:15:37.000000000,SUCCESS,0,,0
TXN044543,M026,C01873,8371.0,CARD,Bank_X,iOS,Hyderabad,2026-07-01 14:57:06.000000000,SUCCESS,0,,0
TXN031736,M022,C02051,4923.61,CARD,Bank_A,Android,Delhi,2026-07-31 14:19:32.000000000,FAILED,0,INSUFFICIENT_FUNDS,2
TXN068792,M029,C09662,2810.0,UPI,Bank_C,Web,Bangalore,2026-07-22 20:02:17.000000000,SUCCESS,0,,0
